"","name","country","polyID","designation","point","iucn_cat","WDPAID","median","upper","lower"
"718","Foret de Maka-Diama","SEN",11,"Forest Reserve","polygon","Not Reported",13930,NA,NA,NA
"719","Foret de Maka Yop-est","SEN",59,"Forest Reserve","polygon","Not Reported",352649,0.626,0.882,0.318
"720","Foret de Maka Yop-ouest","SEN",58,"Forest Reserve","polygon","Not Reported",352648,0.635,0.882,0.317
"721","Foret de Malem-Hodar","SEN",56,"Forest Reserve","polygon","Not Reported",352646,0.625,0.87,0.306
"722","Foret de Malem Niani","SEN",54,"Forest Reserve","polygon","Not Reported",352644,0.619,0.885,0.3
"723","Foret de Mambi","SEN",70,"Forest Reserve","polygon","Not Reported",352660,0.585,0.837,0.344
"724","Foret de Mampaye","SEN",92,"Forest Reserve","polygon","Not Reported",352682,0.585,0.835,0.354
"725","Foret de Mangaroungou","SEN",103,"Forest Reserve","polygon","Not Reported",352693,0.493,0.813,0.318
"726","Foret de Mpal","SEN",21,"Forest Reserve","polygon","Not Reported",352611,0.505,0.642,0.367
"727","Foret de Narangs","SEN",45,"Forest Reserve","polygon","Not Reported",352635,NA,NA,NA
"728","Foret de Ndankou","SEN",63,"Forest Reserve","polygon","Not Reported",352653,0.636,0.882,0.318
"729","Foret de Ndioum Dieri","SEN",15,"Forest Reserve","polygon","Not Reported",352605,0.542,0.742,0.353
"730","Foret de Ngayene","SEN",65,"Forest Reserve","polygon","Not Reported",352655,0.602,0.852,0.319
"731","Foret de Panal","SEN",44,"Forest Reserve","polygon","Not Reported",352634,0.597,0.838,0.291
"732","Foret de Pane","SEN",69,"Forest Reserve","polygon","Not Reported",352659,0.545,0.766,0.298
"733","Foret de Pata","SEN",72,"Forest Reserve","polygon","Not Reported",352662,0.612,0.869,0.362
"734","Foret de Patako","SEN",66,"Forest Reserve","polygon","Not Reported",352656,0.545,0.75,0.299
"735","Foret de Pate","SEN",28,"Forest Reserve","polygon","Not Reported",352618,0.579,0.842,0.259
"736","Foret de Pire-Goureye","SEN",36,"Forest Reserve","polygon","Not Reported",352626,0.484,0.651,0.34
"737","Foret de Saboya","SEN",108,"Forest Reserve","polygon","Not Reported",352698,0.544,0.765,0.298
"738","Foret de Sadiata","SEN",81,"Forest Reserve","polygon","Not Reported",352671,0.587,0.859,0.405
"739","Foret de Sagna","SEN",53,"Forest Reserve","polygon","Not Reported",352643,0.627,0.853,0.306
"740","Foret de Sangako","SEN",106,"Forest Reserve","polygon","Not Reported",352696,NA,NA,NA
"741","Foret de Sokone","SEN",107,"Forest Reserve","polygon","Not Reported",352697,NA,NA,NA
"742","Foret de Tamba- Nord","SEN",46,"Forest Reserve","polygon","Not Reported",352636,0.595,0.882,0.292
"743","Foret de Tamba-sud","SEN",64,"Forest Reserve","polygon","Not Reported",352654,0.623,0.899,0.313
"744","Foret de Thies","SEN",40,"Forest Reserve","polygon","Not Reported",352630,NA,NA,NA
"745","Foret de Tilene et Ndiaye","SEN",18,"Forest Reserve","polygon","Not Reported",352608,0.505,0.642,0.367
"746","Foret de Tobor","SEN",94,"Forest Reserve","polygon","Not Reported",352684,0.467,0.797,0.308
"747","Foret de Toutoune","SEN",89,"Forest Reserve","polygon","Not Reported",352679,0.588,0.841,0.393
"748","Foret de Welor","SEN",55,"Forest Reserve","polygon","Not Reported",352645,0.546,0.757,0.297
"749","Foret de Yassine","SEN",88,"Forest Reserve","polygon","Not Reported",352678,0.543,0.823,0.378
"750","Foret des Bayot","SEN",101,"Forest Reserve","polygon","Not Reported",352691,NA,NA,NA
"751","Foret des Narangs","SEN",75,"Forest Reserve","polygon","Not Reported",352665,0.498,0.761,0.306
"752","Foret des Paniates","SEN",52,"Forest Reserve","polygon","Not Reported",352642,0.6,0.878,0.289
"753","Foret du Balmadou","SEN",90,"Forest Reserve","polygon","Not Reported",352680,0.509,0.809,0.346
"754","Foret du Boudie","SEN",91,"Forest Reserve","polygon","Not Reported",352681,0.492,0.814,0.32
"755","Foret du Guimara","SEN",74,"Forest Reserve","polygon","Not Reported",352664,0.596,0.869,0.356
"756","Foret du Ouli","SEN",61,"Forest Reserve","polygon","Not Reported",352651,0.623,0.899,0.313
"757","Foro Foro","CIV",198,"Classified Forest","polygon","Not Reported",300815,0.396,0.626,0.303
"758","Fosse aux Lions","TGO",27,"National Park","polygon","II",2342,0.333,0.571,0.189
"759","Fougoumba","GIN",37,"Classified Forest","polygon","Not Reported",29387,0.286,0.394,0.214
"760","Foula","CIV",171,"Classified Forest","polygon","Not Reported",300779,0.325,0.495,0.184
"761","Foumbou","CIV",177,"Classified Forest","polygon","Not Reported",300786,0.369,0.601,0.227
"762","Foya","LBR",1,"National Park","polygon","Not Reported",555512165,0.493,0.592,0.363
"763","Foye-Madinadian","GIN",20,"Classified Forest","polygon","Not Reported",29359,0.277,0.434,0.197
"764","Fuchi","NGA",509,"Forest Reserve","polygon","Not Reported",36448,0.402,0.679,0.185
"765","Fuka","NGA",664,"Forest Reserve","polygon","Not Reported",36610,0.405,0.613,0.2
"766","Fum Headwaters","GHA",27,"Forest Reserve","polygon","Not Reported",40678,0.376,0.444,0.315
"767","Fumbesi","GHA",234,"Forest Reserve","polygon","Not Reported",303943,0.339,0.585,0.177
"768","Fure River","GHA",130,"Forest Reserve","polygon","Not Reported",40838,0.374,0.435,0.309
"769","Gabas Mari","NGA",339,"Forest Reserve","polygon","Not Reported",36267,0.386,0.609,0.237
"770","Gabo Escarpment","NGA",822,"Forest Reserve","polygon","Not Reported",36772,0.358,0.58,0.26
"771","Gabu","NGA",97,"Forest Reserve","polygon","Not Reported",36927,0.442,0.6,0.346
"772","Gadabedji","NER",3,"Faunal Reserve","polygon","IV",3230,0.475,0.672,0.307
"773","Gadadri","NGA",290,"Forest Reserve","polygon","Not Reported",36218,0.403,0.751,0.206
"774","Gadam","NGA",554,"Forest Reserve","polygon","Not Reported",36493,0.281,0.408,0.142
"775","Gadari","NGA",342,"Forest Reserve","polygon","Not Reported",36270,0.354,0.586,0.208
"776","Gadau","NGA",471,"Forest Reserve","polygon","Not Reported",36406,0.261,0.385,0.192
"777","Gagara","NGA",485,"Forest Reserve","polygon","Not Reported",36424,0.23,0.27,0.185
"778","Gajiram","NGA",303,"Forest Reserve","polygon","Not Reported",36231,0.425,0.706,0.232
"779","Galadima","NGA",805,"Forest Reserve","polygon","Not Reported",36755,0.356,0.596,0.218
"780","Galambi","NGA",580,"Forest Reserve","polygon","Not Reported",36521,0.298,0.353,0.155
"781","Galangashie","TGO",28,"Faunal Reserve","polygon","IV",20975,0.346,0.589,0.182
"782","Galma","NGA",595,"Forest Reserve","polygon","Not Reported",36536,0.189,0.276,0.145
"783","Galy","GIN",47,"Classified Forest","polygon","Not Reported",29402,0.28,0.34,0.206
"784","Gambaga East","GHA",195,"Forest Reserve","polygon","Not Reported",26443,0.346,0.617,0.167
"785","Gambaga West I","GHA",196,"Forest Reserve","polygon","Not Reported",26444,0.367,0.632,0.169
"786","Gambare","NGA",891,"Forest Reserve","polygon","Not Reported",342473,0.211,0.278,0.167
"787","Gambari","NGA",29,"Forest Reserve","polygon","Not Reported",36817,0.415,0.571,0.323
"788","Gambi","GIN",55,"Classified Forest","polygon","Not Reported",29413,0.283,0.514,0.145
"789","Game","TGO",10,"Forest Reserve","polygon","Not Reported",37148,0.447,0.592,0.301
"790","Gangan","GIN",11,"Classified Forest","polygon","Not Reported",29340,0.298,0.369,0.214
"791","Gangara","NGA",448,"Forest Reserve","polygon","Not Reported",36382,0.254,0.37,0.2
"792","Gangoro","NGA",768,"Forest Reserve","polygon","Not Reported",36718,0.269,0.506,0.188
"793","Gangume","NGA",887,"Forest Reserve","polygon","Not Reported",36901,0.245,0.349,0.171
"794","Garba Shege","NGA",766,"Forest Reserve","polygon","Not Reported",36716,0.384,0.665,0.17
"795","Gardemna","NGA",526,"Forest Reserve","polygon","Not Reported",36465,0.322,0.546,0.174
"796","Garere","NGA",281,"Forest Reserve","polygon","Not Reported",36209,0.473,0.744,0.303
"797","Garko Meri","NGA",546,"Forest Reserve","polygon","Not Reported",36485,0.281,0.408,0.142
"798","Garko","NGA",544,"Forest Reserve","polygon","Not Reported",36483,0.281,0.408,0.142
"799","Garu Gingna","NGA",267,"Forest Reserve","polygon","Not Reported",36195,0.313,0.488,0.24
"800","Garu","NGA",245,"Forest Reserve","polygon","Not Reported",36172,0.475,0.698,0.334
"801","Garunda","NGA",280,"Forest Reserve","polygon","Not Reported",36208,0.445,0.757,0.265
"802","Gasartani","NGA",375,"Forest Reserve","polygon","Not Reported",36303,0.304,0.499,0.227
"803","Gashaka-Gumti","NGA",964,"National Park","polygon","II",7873,0.243,0.288,0.159
"804","Gasi","NGA",568,"Forest Reserve","polygon","Not Reported",36507,0.342,0.58,0.143
"805","Gauara","NGA",461,"Forest Reserve","polygon","Not Reported",36395,0.21,0.271,0.164
"806","Gaya","NGA",469,"Forest Reserve","polygon","Not Reported",36403,0.392,0.583,0.194
"807","Gayi","NGA",420,"Forest Reserve","polygon","Not Reported",36348,0.43,0.683,0.231
"808","Gazabure","NGA",302,"Forest Reserve","polygon","Not Reported",36230,0.439,0.755,0.259
"809","Gbagba","NGA",668,"Forest Reserve","polygon","Not Reported",36614,0.41,0.633,0.183
"810","Gban","GIN",93,"Classified Forest","polygon","Not Reported",29477,0.377,0.554,0.229
"811","Gbanala","CIV",155,"Classified Forest","polygon","Not Reported",300749,0.323,0.469,0.178
"812","Gbedege","NGA",869,"Forest Reserve","polygon","Not Reported",36851,0.359,0.577,0.263
"813","Gbele","GHA",192,"Game Production Reserve","polygon","VI",5153,0.286,0.507,0.168
"814","Gbi","LBR",9,"National Park","polygon","Not Reported",555512168,0.387,0.494,0.288
"815","Gboi Hills","SLE",21,"Forest Reserve","polygon","Not Reported",29990,0.426,0.526,0.356
"816","Gboko","NGA",65,"Forest Reserve","polygon","Not Reported",36885,0.428,0.637,0.289
"817","Geltur","NGA",309,"Forest Reserve","polygon","Not Reported",36237,0.336,0.578,0.179
"818","Gembu","NGA",84,"Forest Reserve","polygon","Not Reported",36912,0.358,0.427,0.191
"819","Gerkawa Hill","NGA",738,"Forest Reserve","polygon","Not Reported",36686,0.393,0.567,0.182
"820","Gerki","NGA",695,"Forest Reserve","polygon","Not Reported",36643,0.325,0.532,0.218
"821","Gerti Kloof","NGA",714,"Forest Reserve","polygon","Not Reported",36662,0.271,0.466,0.199
"822","Ghira","GHA",228,"Forest Reserve","polygon","Not Reported",303937,0.311,0.505,0.153
"823","Giah","GHA",212,"Forest Reserve","polygon","Not Reported",26538,0.376,0.655,0.176
"824","Gianima","GHA",75,"Forest Reserve","polygon","Not Reported",40775,0.452,0.634,0.324
"825","Gijia","NGA",407,"Forest Reserve","polygon","Not Reported",36335,0.423,0.666,0.224
"826","Gilli-Gilli","NGA",14,"Game Reserve","polygon","IV",7844,0.371,0.439,0.276
"827","Gilli-Gilli","NGA",155,"Forest Reserve","polygon","Not Reported",36989,0.371,0.439,0.276
"828","Gimi River","NGA",721,"Forest Reserve","polygon","Not Reported",36669,0.297,0.455,0.202
"829","Gindiri","NGA",736,"Forest Reserve","polygon","Not Reported",36684,0.251,0.335,0.213
"830","Girari","NGA",330,"Forest Reserve","polygon","Not Reported",36258,0.381,0.604,0.242
"831","Girei","NGA",757,"Forest Reserve","polygon","Not Reported",36705,0.346,0.695,0.151
"832","Giru","NGA",423,"Forest Reserve","polygon","Not Reported",36351,0.387,0.636,0.16
"833","Gitata","NGA",704,"Forest Reserve","polygon","Not Reported",36652,0.277,0.485,0.202
"834","Giwa North","NGA",438,"Forest Reserve","polygon","Not Reported",36370,0.202,0.275,0.152
"835","Giwa South","NGA",671,"Forest Reserve","polygon","Not Reported",36617,0.274,0.45,0.186
"836","Go Bodienou","CIV",8,"Classified Forest","polygon","Not Reported",29504,0.494,0.64,0.367
"837","Goa","GHA",59,"Forest Reserve","polygon","Not Reported",40757,0.475,0.686,0.368
"838","Gogiya","NGA",343,"Forest Reserve","polygon","Not Reported",36271,0.354,0.586,0.208
"839","Gola Rainforest National Park","SLE",30,"National Park","polygon","II",555542335,0.423,0.509,0.339
"840","Gola","LBR",3,"National Park","polygon","Not Reported",9171,0.459,0.554,0.368
"841","Gombe","NGA",538,"Forest Reserve","polygon","Not Reported",36477,0.281,0.408,0.142
"842","Gombole","NGA",513,"Forest Reserve","polygon","Not Reported",36452,0.406,0.672,0.185
"843","Gonse","BFA",19,"Classified Forest","polygon","Not Reported",28537,0.367,0.663,0.175
"844","Gori Hills","SLE",23,"Forest Reserve","polygon","Not Reported",303922,0.462,0.579,0.357
"845","Gorke","CIV",15,"Classified Forest","polygon","Not Reported",29516,0.553,0.717,0.407
"846","Goronyo","NGA",248,"Forest Reserve","polygon","Not Reported",36175,0.445,0.639,0.282
"847","Gouandougou","BFA",40,"Classified Forest","polygon","Not Reported",28563,0.383,0.621,0.206
"848","Gouari","CIV",172,"Classified Forest","polygon","Not Reported",300780,0.338,0.531,0.198
"849","Gouba","GIN",56,"Classified Forest","polygon","Not Reported",29414,0.373,0.544,0.266
"850","Goudi","CIV",24,"Classified Forest","polygon","Not Reported",29581,0.53,0.731,0.404
"851","Gougoun","BEN",11,"Classified Forest","polygon","Not Reported",6950,0.358,0.622,0.158
"852","Gouin","CIV",78,"Classified Forest","polygon","Not Reported",300894,0.47,0.723,0.34
"853","Goulaleu","CIV",29,"Classified Forest","polygon","Not Reported",29597,0.581,0.747,0.433
"854","Goulgoul-Kankande","GIN",16,"Classified Forest","polygon","Not Reported",29355,0.295,0.434,0.212
"855","Gourma","MLI",13,"Partial Elephant Reserve","polygon","IV",2321,0.519,0.715,0.295
"856","Grand Kru-River Gee","LBR",10,"National Park","polygon","Not Reported",555512169,0.311,0.432,0.221
"857","Grandes Chutes","GIN",13,"Classified Forest","polygon","Not Reported",29351,0.305,0.363,0.209
"858","Grebo","LBR",8,"National Park","polygon","Not Reported",9170,0.376,0.487,0.279
"859","Gubagi","NGA",639,"Forest Reserve","polygon","Not Reported",36585,0.372,0.598,0.205
"860","Gubaji","NGA",801,"Forest Reserve","polygon","Not Reported",36751,0.36,0.624,0.213
"861","Gubio","NGA",301,"Forest Reserve","polygon","Not Reported",36229,0.371,0.617,0.212
"862","Gudi Hill","NGA",494,"Forest Reserve","polygon","Not Reported",36433,0.281,0.389,0.151
"863","Guduma","NGA",665,"Forest Reserve","polygon","Not Reported",36611,0.405,0.613,0.2
"864","Gueltas et Oasis de l'Air","NER",8,"Ramsar Site, Wetland of International Importance","polygon","Not Applicable",902737,0.289,0.335,0.204
"865","Gueme Sangan","GIN",17,"Classified Forest","polygon","Not Reported",29356,0.295,0.434,0.212
"866","Gueroual","GIN",32,"Classified Forest","polygon","Not Reported",29381,0.281,0.368,0.217
"867","Gueumbeul","SEN",14,"Ramsar Site, Wetland of International Importance","polygon","Not Applicable",68154,NA,NA,NA
"868","Guga","NGA",435,"Forest Reserve","polygon","Not Reported",36367,0.2,0.26,0.155
"869","Gugunguma","NGA",354,"Forest Reserve","polygon","Not Reported",36282,0.322,0.507,0.219
"870","Guidan Baure","NGA",257,"Forest Reserve","polygon","Not Reported",36184,0.319,0.47,0.232
"871","Guirila","GIN",87,"Classified Forest","polygon","Not Reported",29464,0.295,0.425,0.249
"872","Gujba","NGA",492,"Forest Reserve","polygon","Not Reported",36431,0.29,0.408,0.148
"873","Gujba","NGA",890,"National Park","polygon","Not Reported",62088,0.29,0.408,0.148
"874","Guji-Ganna","NGA",307,"Forest Reserve","polygon","Not Reported",36235,0.336,0.578,0.179
"875","Gulbin Ka","NGA",417,"Forest Reserve","polygon","Not Reported",36345,0.378,0.635,0.181
"876","Gumsi","NGA",276,"Forest Reserve","polygon","Not Reported",36204,0.384,0.611,0.238
"877","Gumu","NGA",667,"Forest Reserve","polygon","Not Reported",36613,0.252,0.399,0.189
"878","Gundulwa","NGA",490,"Forest Reserve","polygon","Not Reported",36429,0.302,0.461,0.166
"879","Gundumi","NGA",250,"Forest Reserve","polygon","Not Reported",36177,0.415,0.616,0.254
"880","Gunjur Bolonfenyo","GMB",11,"Community Wildlife Reserve","polygon","Not Reported",555547522,NA,NA,NA
"881","Gura","NGA",430,"Forest Reserve","polygon","Not Reported",36360,0.206,0.284,0.168
"882","Guram River","NGA",603,"Forest Reserve","polygon","Not Reported",36545,0.288,0.342,0.154
"883","Gurin","NGA",755,"Forest Reserve","polygon","Not Reported",36703,0.216,0.394,0.127
"884","Gurmina","NGA",486,"Forest Reserve","polygon","Not Reported",36425,0.25,0.305,0.183
"885","Gurusu","NGA",661,"Forest Reserve","polygon","Not Reported",36607,0.316,0.433,0.172
"886","Gwadabawa","NGA",251,"Forest Reserve","polygon","Not Reported",36178,0.458,0.714,0.282
"887","Gwagwa","NGA",690,"Forest Reserve","polygon","Not Reported",36638,0.358,0.598,0.218
"888","Gwaiyo","NGA",313,"Forest Reserve","polygon","Not Reported",36241,0.354,0.599,0.21
"889","Gwana","NGA",663,"Forest Reserve","polygon","Not Reported",36609,0.405,0.613,0.2
"890","Gwanara","NGA",630,"Forest Reserve","polygon","Not Reported",36575,0.289,0.432,0.175
"891","Gwirta","NGA",388,"Forest Reserve","polygon","Not Reported",36316,0.335,0.479,0.24
"892","Gwiwa Korel","NGA",381,"Forest Reserve","polygon","Not Reported",36309,0.334,0.492,0.245
"893","Hadejia Plantation","NGA",347,"Forest Reserve","polygon","Not Reported",36275,0.322,0.53,0.21
"894","Hadin","NGA",350,"Forest Reserve","polygon","Not Reported",36278,0.322,0.53,0.21
"895","Haho-Baloe","TGO",11,"Forest Reserve","polygon","Not Reported",37149,0.436,0.546,0.34
"896","Haito","TGO",20,"Forest Reserve","polygon","Not Reported",300858,0.395,0.566,0.302
"897","Hardaali","NGA",346,"Forest Reserve","polygon","Not Reported",36274,0.304,0.461,0.216
"898","Haut Bandama","CIV",236,"Fauna and Flora Reserve","polygon","Ia",1293,0.4,0.633,0.288
"899","Haute-Komba","GIN",46,"Classified Forest","polygon","Not Reported",29401,0.28,0.366,0.163
"900","Haute Dodo","CIV",37,"Classified Forest","polygon","Not Reported",29636,0.377,0.472,0.276
"901","Hawe","TGO",58,"Forest Reserve","polygon","Not Reported",300832,0.268,0.382,0.185
"902","Hein","CIV",11,"Classified Forest","polygon","Not Reported",29508,0.414,0.547,0.318
"903","Ibadan","NGA",26,"Forest Reserve","polygon","Not Reported",36813,0.415,0.571,0.323
"904","Ibaji-Ojok","NGA",50,"Forest Reserve","polygon","Not Reported",36862,0.45,0.613,0.37
"905","Ibi","NGA",225,"Game Reserve","polygon","Not Reported",7852,0.421,0.629,0.207
"906","Ibi","NGA",777,"Forest Reserve","polygon","Not Reported",36727,0.421,0.629,0.207
"907","Idanre","NGA",144,"Forest Reserve","polygon","Not Reported",36977,0.399,0.463,0.326
"908","Idasu","NGA",439,"Forest Reserve","polygon","Not Reported",36371,0.202,0.275,0.152
